Date : 2025-07-29 21:53:49
Directory : c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion
Total : 268 files,  44702 codes, 6984 comments, 6017 blanks, all 57703 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src\context                                                                                                    |          2 |        652 |         73 |        106 |        831 |
| src\data                                                                                                       |          1 |         93 |          1 |          6 |        100 |
| src\hooks                                                                                                      |          5 |        605 |        107 |        134 |        846 |
| src\lib                                                                                                        |         35 |      6,375 |      1,236 |      1,051 |      8,662 |
| src\lib (Files)                                                                                                |          8 |        985 |        172 |        149 |      1,306 |
| src\lib\api                                                                                                    |          3 |        274 |         60 |         45 |        379 |
| src\lib\auth                                                                                                   |         16 |      2,816 |        685 |        546 |      4,047 |
| src\lib\auth (Files)                                                                                           |         11 |      2,174 |        567 |        387 |      3,128 |
| src\lib\auth\jwt                                                                                               |          5 |        642 |        118 |        159 |        919 |
| src\lib\dev                                                                                                    |          1 |        248 |         35 |         39 |        322 |
| src\lib\middleware                                                                                             |          1 |        279 |         50 |         39 |        368 |
| src\lib\security                                                                                               |          6 |      1,773 |        234 |        233 |      2,240 |
| src\messages                                                                                                   |          2 |        260 |          0 |          2 |        262 |
| src\schemas                                                                                                    |          2 |         27 |          1 |          8 |         36 |
| src\schemas\auth                                                                                               |          2 |         27 |          1 |          8 |         36 |
| src\types                                                                                                      |          1 |         86 |          0 |         16 |        102 |
+----------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                       | language           | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\.cursor\environment.json                            | JSON               |          3 |          0 |          0 |          3 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ADMIN_ONLY_COMPLETE_LOCKDOWN.js                     | JavaScript         |         13 |        165 |          3 |        181 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ADMIN_UI_CONTROLS_COMPLETE.js                       | JavaScript         |        168 |        126 |         23 |        317 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ADMIN_UX_COMPLETE_SOLUTION.js                       | JavaScript         |         20 |        187 |          3 |        210 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\API_DATA_FETCHING_RESTORED.js                       | JavaScript         |         29 |        104 |          9 |        142 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\AUTHENTICATION_DEBUG_MODE.js                        | JavaScript         |         19 |         95 |          9 |        123 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\AUTHENTICATION_ERROR_HANDLING_SOLVED.md             | Markdown           |        171 |          0 |         63 |        234 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\AUTHENTICATION_FLOW_COMPLETE_GUIDE.md               | Markdown           |        252 |          0 |         80 |        332 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\AUTOMATIC_TOKEN_REFRESH_SOLUTION.md                 | Markdown           |        115 |          0 |         34 |        149 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\AUTO_LOGIN_BEST_PRACTICES.md                        | Markdown           |        252 |          1 |         76 |        329 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\AUTO_LOGIN_SIGNUP_FIX.md                            | Markdown           |        210 |          3 |         77 |        290 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\CENTRALIZED_COOKIE_MANAGEMENT.md                    | Markdown           |        273 |          0 |         87 |        360 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\COMPLETE_LOGIN_FIX.js                               | JavaScript         |         23 |         90 |         10 |        123 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\COOKIE_CLEARING_BEST_PRACTICES.md                   | Markdown           |        132 |          0 |         47 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\COOKIE_SECURITY_BEST_PRACTICES.md                   | Markdown           |        284 |          0 |         85 |        369 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\DIAGNOSTIC_TESTING_PLAN.js                          | JavaScript         |         19 |        138 |          9 |        166 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\DIRECT_CLASS_USAGE_SUCCESS.md                       | Markdown           |         55 |          0 |         20 |         75 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\EMERGENCY_LOGIN_FIX.js                              | JavaScript         |         18 |         75 |         10 |        103 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENHANCED_APP_PROVIDER_COMPATIBILITY.md              | Markdown           |        135 |          0 |         55 |        190 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENHANCED_APP_PROVIDER_REAL_ENDPOINT_STATUS.md       | Markdown           |        100 |          0 |         44 |        144 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENTERPRISE_MIGRATION_COMPLETE.md                    | Markdown           |        170 |          0 |         65 |        235 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENTERPRISE_SIGNUP_COMPLETE.md                       | Markdown           |        240 |          0 |         78 |        318 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\FINAL_VICTORY_LOGIN_WORKING.js                      | JavaScript         |         32 |        116 |         10 |        158 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\FIXED_TOKEN_DELETION_ISSUE.js                       | JavaScript         |         46 |         79 |         14 |        139 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\GET_ALL_TASKS_ENTERPRISE_REFACTOR_SUMMARY.js        | JavaScript         |        355 |         10 |          4 |        369 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\INTERNAL_SERVER_ERROR_RESOLVED.js                   | JavaScript         |         20 |         73 |         10 |        103 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LOGIN_ACCESS_CRISIS_RESOLVED.js                     | JavaScript         |         21 |         90 |         10 |        121 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LOGIN_PAGE_ACCESS_FIXED.js                          | JavaScript         |         40 |        103 |         14 |        157 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LOGOUT_COOKIE_DECISION.md                           | Markdown           |         65 |          0 |         24 |         89 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LOGOUT_ENDPOINT_REFACTOR_SUCCESS.md                 | Markdown           |         59 |          0 |         23 |         82 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LOGOUT_FUNCTIONALITY_COMPLETE.js                    | JavaScript         |        228 |        206 |         24 |        458 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LOGOUT_IMPLEMENTATION_SUMMARY.js                    | JavaScript         |         24 |        264 |          4 |        292 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\MIDDLEWARE_DEBUG_BYPASS.js                          | JavaScript         |         20 |         96 |          9 |        125 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\NEXTJS15_COMPATIBILITY_FIX.js                       | JavaScript         |         19 |         82 |         10 |        111 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PHASE2_COMPLETE.js                                  | JavaScript         |         14 |        159 |         16 |        189 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PHASE2_SUCCESS_CONFIRMED.js                         | JavaScript         |         29 |        109 |         16 |        154 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PHASE2_TESTING_GUIDE.js                             | JavaScript         |         11 |        190 |         17 |        218 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PRODUCTION_BEHAVIOR_RESTORED.js                     | JavaScript         |         50 |        105 |         15 |        170 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\RBAC_IMPLEMENTATION_COMPLETE.js                     | JavaScript         |         19 |        172 |          3 |        194 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\README.md                                           | Markdown           |         23 |          0 |         14 |         37 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\REDIRECT_PREVENTION_FIX.js                          | JavaScript         |         44 |         66 |         13 |        123 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\REFRESHAPI_VS_COOKIESERVICE_ANALYSIS.md             | Markdown           |        257 |          0 |        105 |        362 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SCORE_ADJUSTMENTS_ONLY_CORRECTED.js                 | JavaScript         |         13 |        132 |          3 |        148 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SCORE_ENDPOINTS_ENTERPRISE_REFACTOR_SUMMARY.js      | JavaScript         |        413 |         10 |          4 |        427 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SCORE_PERSISTENCE_FIX_COMPLETE.js                   | JavaScript         |         12 |        114 |          3 |        129 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SERVER_SIDE_AUTH_OPTIMIZATION_COMPLETE.md           | Markdown           |         96 |          0 |         35 |        131 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SERVER_SIDE_SCORE_LOADING_COMPLETE.js               | JavaScript         |         13 |        128 |          3 |        144 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SMART_CONDITIONAL_AUTH_SUCCESS.js                   | JavaScript         |         25 |        102 |         11 |        138 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SMART_LOGOUT_SECURITY_FIX.js                        | JavaScript         |         72 |         86 |         20 |        178 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\TASK_COMPLETION_ENTERPRISE_REFACTOR_SUMMARY.js      | JavaScript         |        395 |         10 |          4 |        409 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\TOKEN_DELETION_FIX_SUMMARY.js                       | JavaScript         |         37 |         33 |          6 |         76 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\TOKEN_REFRESH_IMPLEMENTATION.md                     | Markdown           |        100 |          0 |         34 |        134 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\TOKEN_STATUS_ENTERPRISE_REFACTOR.md                 | Markdown           |        213 |          0 |         81 |        294 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\TOKEN_STATUS_REFACTOR_SUMMARY.md                    | Markdown           |         75 |          0 |         28 |        103 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\complete-auth-test.html                             | HTML               |        317 |          0 |         28 |        345 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\components.json                                     | JSON               |         21 |          0 |          0 |         21 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\cookie-security-fix-summary.js                      | JavaScript         |         73 |          5 |          5 |         83 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\ADDTASK_FETCHAUTH_REFACTOR.md                  | Markdown           |        315 |          0 |         77 |        392 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\ADJUSTSCORE_SECUREENDPOINT_REFACTOR.md         | Markdown           |        260 |          0 |         55 |        315 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\BUG_FIX_SUMMARY.md                             | Markdown           |         84 |          0 |         24 |        108 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\COOKIE_DEBUGGING_GUIDE.md                      | Markdown           |        150 |          0 |         60 |        210 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\DEVELOPMENT_UTILITIES_GUIDE.md                 | Markdown           |        252 |          0 |         92 |        344 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\ENHANCED_RATE_LIMITING_GUIDE.md                | Markdown           |        298 |          0 |        102 |        400 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\LOGIN_ENDPOINT_REFACTOR.md                     | Markdown           |        283 |          0 |         71 |        354 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\LOGOUT_ENDPOINT_REFACTOR.md                    | Markdown           |        287 |          0 |         71 |        358 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\PERMISSION_SYSTEM_EXPLANATION.md               | Markdown           |        184 |          0 |         43 |        227 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\ROLE_SYSTEM_GUIDE.md                           | Markdown           |        227 |          0 |         52 |        279 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\SCORE_SERVICE_INTEGRATION.md                   | Markdown           |        287 |          0 |        107 |        394 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\SECURE_ENDPOINT_ENHANCEMENT_GUIDE.md           | Markdown           |        269 |          0 |         61 |        330 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\TOKEN_REFRESH_IMPLEMENTATION.md                | Markdown           |        127 |          0 |         41 |        168 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\docs\blueprint.md                                   | Markdown           |         16 |          0 |          4 |         20 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\eslint.config.mjs                                   | JavaScript         |         12 |          0 |          5 |         17 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\examples\enhanced-addtask-example.ts                | TypeScript         |        157 |         75 |         22 |        254 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\examples\rate-limiting-migration-examples.ts        | TypeScript         |          0 |        297 |         12 |        309 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\examples\secure-addtask-example.ts                  | TypeScript         |         58 |         51 |         11 |        120 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\frontend-token-management-strategy.js               | JavaScript         |        314 |         92 |         57 |        463 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\integration-roadmap.js                              | JavaScript         |        156 |          7 |          6 |        169 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\next.config.ts                                      | TypeScript         |         28 |          2 |          4 |         34 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\package-lock.json                                   | JSON               |     11,005 |          0 |          1 |     11,006 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\package.json                                        | JSON               |         84 |          0 |          1 |         85 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\phase2-integration-complete.js                      | JavaScript         |         25 |        141 |         13 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\postcss.config.cjs                                  | JavaScript         |          6 |          0 |          1 |          7 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\file.svg                                     | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\globe.svg                                    | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\next.svg                                     | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\vercel.svg                                   | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\window.svg                                   | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\ai\dev.ts                                       | TypeScript         |          0 |          1 |          1 |          2 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\ai\genkit.ts                                    | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\archive\page.tsx                   | TypeScript JSX     |         13 |          0 |          8 |         21 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\layout.tsx                         | TypeScript JSX     |        121 |         11 |         23 |        155 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\login\page.tsx                     | TypeScript JSX     |         33 |         41 |          5 |         79 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\page.tsx                           | TypeScript JSX     |         12 |          0 |         10 |         22 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\phase2-test\page.tsx               | TypeScript JSX     |         10 |          6 |          3 |         19 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\signup\page.tsx                    | TypeScript JSX     |         64 |          1 |          8 |         73 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\simple-login\page.tsx              | TypeScript JSX     |         61 |          0 |          4 |         65 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\test-auth\page.tsx                 | TypeScript JSX     |          4 |          7 |          3 |         14 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\test\page.tsx                      | TypeScript JSX     |         21 |          0 |          2 |         23 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\AddTask\route.ts                        | TypeScript         |         89 |         11 |         12 |        112 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\AdjustScore\route.ts                    | TypeScript         |        144 |         15 |         15 |        174 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\AdjustScore\secure-route.ts             | TypeScript         |        330 |         57 |         53 |        440 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\ConfirmCompletion\route.ts              | TypeScript         |        132 |         34 |         16 |        182 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\ConfirmResetCompletion\route.ts         | TypeScript         |         97 |          4 |         11 |        112 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\GetAllTasks\route.ts                    | TypeScript         |        103 |         27 |         13 |        143 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\InitiateCompletion\route.ts             | TypeScript         |        165 |         35 |         20 |        220 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\InternalCompletionResetTrigger\route.ts | TypeScript         |         36 |          2 |          9 |         47 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\ResetCompletionScanning\route.ts        | TypeScript         |         66 |         13 |         16 |         95 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\login\route.ts                     | TypeScript         |        104 |         11 |         12 |        127 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\logout\route.ts                    | TypeScript         |        220 |         25 |         30 |        275 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\refresh\route.ts                   | TypeScript         |        129 |         22 |         12 |        163 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\signup\route.ts                    | TypeScript         |        124 |         20 |         15 |        159 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\token-status\route.ts              | TypeScript         |        172 |         33 |         17 |        222 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\user-info\route.ts                 | TypeScript         |         58 |         20 |         10 |         88 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\auth-test\route.ts                | TypeScript         |         66 |          6 |          8 |         80 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\refresh\route.ts                  | TypeScript         |        124 |          8 |         15 |        147 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\route.ts                          | TypeScript         |        209 |          6 |         26 |        241 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\user-info\route.ts                | TypeScript         |         22 |          1 |          2 |         25 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\kv\route.ts                             | TypeScript         |         13 |          0 |          3 |         16 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\score\[userId]\route.ts                 | TypeScript         |        147 |         31 |         18 |        196 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\score\[userId]\scoreLog\route.ts        | TypeScript         |        220 |         33 |         24 |        277 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\archive\page.tsx                            | TypeScript JSX     |          4 |          0 |          2 |          6 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\globals.css                                 | PostCSS            |         91 |          2 |          6 |         99 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\layout.tsx                                  | TypeScript JSX     |         44 |         20 |          3 |         67 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\page.tsx                                    | TypeScript JSX     |          4 |          0 |          2 |          6 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\test-auth\page.tsx                          | TypeScript JSX     |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\add-task-dialog.tsx                  | TypeScript JSX     |        233 |          8 |         22 |        263 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\archive-main.tsx                     | TypeScript JSX     |         19 |          0 |          4 |         23 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\archive-table.tsx                    | TypeScript JSX     |        113 |          5 |         10 |        128 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\auth-guard-example.tsx               | TypeScript JSX     |        216 |         29 |         33 |        278 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\auth-wrapper.tsx                     | TypeScript JSX     |        112 |         15 |         25 |        152 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\conditional-app-provider.tsx         | TypeScript JSX     |         49 |          5 |         11 |         65 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\dashboard.tsx                        | TypeScript JSX     |         91 |          0 |         10 |        101 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\header.tsx                           | TypeScript JSX     |        199 |         19 |         23 |        241 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\language-switcher.tsx                | TypeScript JSX     |         39 |          0 |          6 |         45 |
